id,province,population,x_coord,y_coord,latitude,longitude,name,household_id
57094,5,13672,97446.8647959184,143168.103061224,50.5976664163265,3.62891106122449,LEUZE-EN-HAINAUT,5
57095,5,3452,88846.1586666667,159637.35,50.7420489466667,3.50720999333333,MONT-DE-L'ENCLUS-AMOUGIES,5
61003,6,13689,216491.843125,138034.025104167,50.5485003375,5.3046336125,AMAY,6
61010,6,2755,202137.466,141499.467333333,50.56998032,5.09502982,BURDINNE,6
61012,6,4270,218210.7,123150.5275,50.4118641916667,5.33011031666667,CLAVIER,6
61019,6,4527,238413.4890625,122183.543125,50.399091003125,5.601619346875,FERRIERES,6
61024,6,3712,234099.737333333,126093.361333333,50.43693182,5.54181592666667,HAMOIR,6
61028,6,4486,202605.9775,136844.093863636,50.5415701681818,5.10703318636364,HERON,6
61031,6,20224,210664.773333333,134145.33375,50.5143799541667,5.22266188958333,HUY,6
61039,6,5255,211780.694117647,129569.622352941,50.4604659470588,5.24323770588235,MARCHIN,6
61041,6,3886,216436.073095238,130461.564285714,50.4788808428571,5.31027182380952,MODAVE,6
61043,6,5670,223618.243461538,134395.195769231,50.5174386,5.39692623076923,NANDRIN,6
61048,6,2703,227348.585,126750.588333333,50.445524675,5.459230825,OUFFET,6
61063,6,3675,216562.486363636,144518.573636364,50.6051044272727,5.30694344545455,VERLAINE,6
61068,6,6130,212397.278421053,142369.498947368,50.5927932368421,5.24931904210526,VILLERS-LE-BOUILLET,6
61072,6,12808,209023.159027778,137455.734444444,50.5470632,5.20697954166667,WANZE,6
61079,6,4091,230158.896875,132089.89625,50.49181345,5.49553165625,ANTHISNES,6
61080,6,5963,222212.266956522,140103.862608696,50.5671816173913,5.39808673913043,ENGIS,6
61081,6,2326,221860.432857143,130272.864285714,50.4728240642857,5.37767915714286,TINLOT,6
62003,6,29080,231026.7325,151615.9709375,50.6674326,5.51886628125,ANS,6
62006,6,8937,227240.490196078,153333.115686275,50.6823449117647,5.45616429411765,AWANS,6
62009,6,11039,244118.575333333,128848.603555556,50.4674697466667,5.68915832888889,AYWAILLE,6
62011,6,8809,236971.5632,162329.9072,50.763750812,5.601115924,BASSENGE,6
62015,6,12387,241452.073,147450.8625,50.630221975,5.663538345,BEYNE-HEUSAY,6
62022,6,21042,239265.123977273,142153.427727273,50.5910258977273,5.63015532954545,CHAUDFONTAINE,6
62026,6,5390,236283.678125,130989.451875,50.5027936,5.557939225,COMBLAIN,6
62027,6,6846,247819.769,157619.483333333,50.722418512,5.7508077,DALHEM,6
62032,6,13937,235927.174166667,138026.586944444,50.5463108277778,5.57133156111111,ESNEUX,6
62038,6,16754,243006.248108108,145754.814054054,50.6175928513514,5.68426422162162,FLERON,6
62051,6,37271,237873.144070513,152349.664551282,50.6718310653846,5.61451141538461,HERSTAL,6
